file,psnr,ssim,error_std,error_mean,data_std,data_mean
QSNOWf03.bin.f32,33.103797912597656,0.18335539376019774,1.8897471818490885e-05,2.206189947173698e-06,1.8897471818490885e-05,2.206189947173698e-06
QSNOWf04.bin.f32,33.05522918701172,0.17297109869022156,2.2193480617715977e-05,2.569068556113052e-06,2.2193484255694784e-05,2.569148591646808e-06
QSNOWf05.bin.f32,33.20639419555664,0.1651321787601763,2.3612357836100273e-05,2.841166178768617e-06,2.3613658413523808e-05,2.842446065187687e-06
QSNOWf06.bin.f32,31.692302703857422,0.1589488585041818,2.4158847736543976e-05,3.016106575159938e-06,2.4158847736543976e-05,3.016106575159938e-06
QSNOWf07.bin.f32,35.913482666015625,0.15285706724821455,2.0195560864522122e-05,2.7753133053920465e-06,2.019716521317605e-05,2.775553184619639e-06
QSNOWf08.bin.f32,33.753807067871094,0.1471554289585819,1.8073435057885945e-05,2.60133970186871e-06,1.8073435057885945e-05,2.60133970186871e-06
QSNOWf09.bin.f32,36.96270751953125,0.14103735540887669,1.6172411051229574e-05,2.4135285912052495e-06,1.6173151379916817e-05,2.4136086267390056e-06
QSNOWf10.bin.f32,36.892093658447266,0.13385714417089578,1.6907017197809182e-05,2.4465502974635456e-06,1.6908337784116156e-05,2.446710595904733e-06
QVAPORf01.bin.f32,34.32205581665039,0.21528871086802764,0.00041187560418620706,6.098214726080187e-05,0.004040216561406851,0.0021877186372876167
QVAPORf02.bin.f32,34.42700958251953,0.21616182474694756,0.00041145685827359557,6.129784014774486e-05,0.004065695684403181,0.0021921766456216574
QVAPORf03.bin.f32,34.63576889038086,0.21702098895755406,0.00041117469663731754,6.041058441041969e-05,0.0040810201317071915,0.0021887728944420815
QVAPORf04.bin.f32,34.760650634765625,0.21754473835431848,0.0004107660206500441,5.957970643066801e-05,0.004086457192897797,0.0021800571121275425
QVAPORf05.bin.f32,34.819732666015625,0.2174681000597365,0.0004104098479729146,5.88932671234943e-05,0.004087378736585379,0.0021688996348530054
QVAPORf06.bin.f32,34.872772216796875,0.21804554838536763,0.0004094034375157207,5.8245677792001516e-05,0.004091511946171522,0.0021609882824122906
QVAPORf07.bin.f32,34.83519744873047,0.21879189248708292,0.00040886152419261634,5.754567973781377e-05,0.004103041719645262,0.002163981320336461
QVAPORf08.bin.f32,34.812808990478516,0.22073646582831505,0.0004092450544703752,5.767308175563812e-05,0.004110117442905903,0.002172141568735242
QVAPORf09.bin.f32,34.83439636230469,0.22528213512695697,0.0004100388614460826,5.728091855417006e-05,0.004099888727068901,0.002178701339289546
QVAPORf10.bin.f32,34.84433364868164,0.2273068854921576,0.0004110523732379079,5.721351408283226e-05,0.004079901613295078,0.002178611233830452
TCf01.bin.f32,105.49464416503906,0.9999998412638806,0.0005761649226769805,1.3958477040887374e-07,31.537282943725586,-31.381135940551758
TCf02.bin.f32,105.49800109863281,0.9999998239849716,0.0005761297070421278,3.2798004312439843e-09,31.509994506835938,-31.424970626831055
TCf03.bin.f32,105.79324340820312,0.9999998022595861,0.0005760866915807128,1.6204252162310695e-08,31.475025177001953,-31.396799087524414
TCf04.bin.f32,105.65557861328125,0.9999997337894112,0.0005761591019108891,-5.3184965764785375e-08,31.44817543029785,-31.385011672973633
TCf05.bin.f32,105.82568359375,0.9999997702106437,0.0005761411739513278,2.0834529834701243e-07,31.434066772460938,-31.35713768005371
TCf06.bin.f32,105.74040222167969,0.9999997779084241,0.0005761663778685033,1.1468349470078465e-07,31.44750213623047,-31.3770809173584
TCf07.bin.f32,105.66658020019531,0.9999997888918953,0.0005761998472735286,9.642997866876613e-08,31.46048927307129,-31.446247100830078
TCf08.bin.f32,105.60181427001953,0.9999997855324743,0.0005761507200077176,6.851160350151986e-08,31.505352020263672,-31.530216217041016
TCf09.bin.f32,105.52412414550781,0.9999998167480612,0.0005762064247392118,-9.716563198480799e-08,31.541860580444336,-31.634002685546875
TCf10.bin.f32,105.57354736328125,0.999999827888997,0.0005761901848018169,5.855770091045542e-09,31.557260513305664,-31.671157836914062
Uf01.bin.f32,105.27027893066406,0.9999991933744986,0.0005761685315519571,-3.84582463652805e-08,9.070272445678711,2.5867109298706055
Uf02.bin.f32,105.72871398925781,0.9999992538570248,0.0005762972868978977,5.883952525209679e-08,9.15501594543457,2.4523072242736816
Uf03.bin.f32,106.70648193359375,0.9999992855267457,0.0005760309868492186,4.6052878843738654e-08,9.270419120788574,2.3264482021331787
Uf04.bin.f32,107.5409927368164,0.9999993201601336,0.0005760953645221889,-1.2097933765886637e-09,9.424713134765625,2.1973514556884766
Uf05.bin.f32,108.07954406738281,0.9999993562308688,0.0005762043874710798,-1.3809396648412076e-07,9.553977966308594,2.0912680625915527
Uf06.bin.f32,108.41935729980469,0.9999993736003443,0.0005761512438766658,1.3289233891100594e-07,9.576967239379883,2.0295615196228027
Uf07.bin.f32,108.69505310058594,0.9999993993521039,0.0005761390784755349,5.623608956284443e-08,9.595993995666504,2.007303237915039
Uf08.bin.f32,107.18273162841797,0.9999994083078846,0.0005761722568422556,1.878072168892686e-07,9.68160629272461,1.990880012512207
Uf09.bin.f32,106.74949645996094,0.9999993990346314,0.0005762312794104218,8.187661215686148e-09,9.751619338989258,1.960910439491272
Uf10.bin.f32,106.74041748046875,0.9999994483633414,0.0005761568318121135,1.5717486689936777e-07,9.833979606628418,1.8906729221343994
Vf01.bin.f32,105.714111328125,0.9999985964500293,0.0005761270294897258,-1.093048851430467e-07,8.39016056060791,1.927579402923584
Vf02.bin.f32,106.61422729492188,0.999998709769859,0.0005761592765338719,-1.0257508620270528e-07,8.414945602416992,1.999678373336792
Vf03.bin.f32,106.95648956298828,0.999998758621138,0.0005761932698078454,8.517524463513837e-08,8.472674369812012,2.1038522720336914
Vf04.bin.f32,107.7392578125,0.999998885607737,0.0005761532811447978,-2.428665482057113e-07,8.6434907913208,2.228308916091919
Vf05.bin.f32,107.84819030761719,0.9999990391496131,0.0005761481006629765,4.9159005754972895e-08,9.003287315368652,2.3914291858673096
Vf06.bin.f32,108.81800842285156,0.9999991454629362,0.0005760510102845728,-1.540942662359157e-07,9.466415405273438,2.5831902027130127
Vf07.bin.f32,108.3694839477539,0.9999992372769609,0.0005761765642091632,2.3338708743381176e-08,9.69113540649414,2.7566277980804443
Vf08.bin.f32,108.30672454833984,0.9999993228559434,0.0005761047941632569,-9.584385729510814e-09,9.72669506072998,2.8971517086029053
Vf09.bin.f32,107.39823150634766,0.9999993573738943,0.000576064339838922,-5.814230874534587e-08,9.71422004699707,2.97216796875
Vf10.bin.f32,106.91943359375,0.9999994298215732,0.0005762349464930594,-2.219548850268538e-10,9.60837173461914,3.003891944885254
Wf01.bin.f32,76.53201293945312,0.9908789981258669,0.0005753557779826224,1.9380586024908553e-07,0.07659456133842468,0.008570758625864983
Wf02.bin.f32,81.12086486816406,0.9926720708258033,0.000575321726500988,-1.5272694042778312e-07,0.10471583157777786,0.006233331747353077
Wf03.bin.f32,87.32418823242188,0.9946495091551399,0.000575308979023248,-7.412622693436788e-08,0.17164887487888336,0.005246073938906193
Wf04.bin.f32,90.93305969238281,0.995937973009342,0.0005755044403485954,-4.3203002064728935e-07,0.20935359597206116,0.00587094109505415
Wf05.bin.f32,88.56895446777344,0.9971553005942246,0.0005755702150054276,-5.445200486065005e-07,0.20970840752124786,0.007840576581656933
Wf06.bin.f32,92.60391998291016,0.997908315800978,0.000575778482016176,-1.1295505686348406e-07,0.23717401921749115,0.009943733923137188
Wf07.bin.f32,92.77369689941406,0.9986155690925611,0.0005759942578151822,2.3941078453049158e-08,0.24431678652763367,0.01264767162501812
Wf08.bin.f32,93.12919616699219,0.999037603579077,0.0005760090425610542,1.364311241758287e-08,0.24448411166667938,0.013348044827580452
Wf09.bin.f32,94.42143249511719,0.9993396031318922,0.0005760314525105059,1.1801876098616049e-07,0.2661546766757965,0.012787358835339546
Wf10.bin.f32,95.6029052734375,0.999586269502647,0.0005761575303040445,-1.0718935783415873e-07,0.29763543605804443,0.01144507247954607
