,orig_psnr,pred_psnr,orig_ssim,pred_ssim,max_error_orig,max_error_pred
0,50.805637,65.24582,0.6075032235259554,0.9504753490240648,0.005000005,0.00888137
1,50.786537,64.96454,0.602417692678504,0.9545480270254756,0.0050000106,0.009154579
2,50.795296,65.06986,0.5993718309774296,0.9512351514381158,0.0050000064,0.008757075
3,50.827415,64.70176,0.5802337064553769,0.9404631992151178,0.0050000097,0.009058292
4,50.830036,64.53863,0.5648176545051377,0.93460400225594,0.005000012,0.009225403
5,50.86457,64.19783,0.5484241605004117,0.9215870629112585,0.0049999994,0.0098010115
6,50.842194,63.88143,0.5462451363925818,0.9233054711827741,0.005000001,0.0093600955
7,50.813858,63.926144,0.5577464769040938,0.9332488625283799,0.0050000134,0.009386803
8,50.811005,63.971275,0.5688856508454128,0.9354401128333092,0.005000012,0.00964225
9,50.816254,63.957188,0.5842499670447999,0.9373970361662235,0.005000013,0.009437135
10,50.805534,64.04883,0.5947073551987088,0.9438200201032639,0.005000007,0.00961959
11,50.79926,64.22331,0.5935404702059434,0.946433505246676,0.0050000143,0.009819624
12,50.789165,63.918602,0.5944066380994903,0.9435187453320504,0.005000007,0.0099903885
13,50.787567,64.077,0.5912901568207388,0.9459825056426666,0.00500002,0.009714484
14,50.78006,64.214935,0.5915558553711718,0.9483890120558665,0.0050000004,0.009895116
15,50.773926,64.22671,0.5970915609523941,0.9520937899368627,0.005000007,0.009870382
16,50.77668,64.153534,0.5942168786388133,0.9515833619548165,0.0050000134,0.009937028
17,50.777267,64.06577,0.5918467031817404,0.9522331505057562,0.0050000064,0.009666732
18,50.772713,64.27527,0.5864584401298116,0.9524103415523011,0.0050000045,0.009521177
19,50.7815,63.756443,0.5802825947993173,0.9461594654211819,0.005000001,0.009808039
20,50.780815,63.831657,0.5747089889467988,0.9451629021351772,0.0050000106,0.009854578
21,50.78422,63.87522,0.572850600160612,0.944559234701713,0.005000009,0.009416641
22,50.784836,63.695213,0.5714396452363608,0.9429950468580421,0.0050000073,0.009670436
23,50.786224,63.870037,0.5660327998743828,0.9426797269094417,0.005000016,0.009725034
24,50.78392,63.90115,0.5640165159666141,0.9429920155026927,0.005000002,0.009821312
25,50.78318,63.92688,0.5564068055813822,0.9425509781497796,0.0050000045,0.009644787
26,50.786144,64.028465,0.548659375944082,0.9430832335942532,0.0050000106,0.009620732
27,50.79248,63.778748,0.5397051649113423,0.938524443439345,0.0050000018,0.009516072
28,50.796494,63.641335,0.5320804039718686,0.9355563833588375,0.005,0.009659453
29,50.792202,63.65855,0.5272259558730537,0.9374967885481367,0.005000011,0.010221279
30,50.794525,63.58851,0.5261709910626725,0.9374482293493877,0.0050000064,0.009857385
31,50.787807,63.44103,0.528032261684591,0.9379583691470158,0.005000001,0.009763531
32,50.784775,63.43109,0.5276583696186716,0.9397851415938973,0.005000007,0.009812669
33,50.78108,63.727005,0.5294463383282476,0.9443631626198312,0.005000008,0.010027966
34,50.774178,63.477196,0.5306821985374288,0.9443919885921507,0.0050000106,0.010020755
35,50.771133,63.465805,0.5318476673092758,0.9460752147606786,0.005000009,0.009858181
36,50.765144,63.680977,0.5337089153938201,0.9492039632319225,0.005000006,0.010026879
37,50.763763,63.366093,0.5343072491298629,0.948263373123458,0.0050000097,0.010227056
38,50.759132,63.51229,0.5370461422643259,0.9517572878528813,0.005000001,0.010705047
39,50.752365,63.58711,0.54178297219905,0.9563139435769008,0.0050000087,0.010630923
40,50.7473,63.76294,0.5491564063788926,0.9617182216546569,0.005000009,0.010945281
41,50.742516,63.827534,0.5567893260611372,0.966183929070019,0.0050000097,0.010453386
42,50.740852,63.772896,0.5631136042127175,0.9688119290852301,0.005000012,0.010329597
43,50.740116,63.69861,0.5623760204681759,0.9690009031723146,0.005,0.010420443
44,50.738457,63.671936,0.5670448322018968,0.970312270499469,0.0050000013,0.010535376
45,50.73373,63.906822,0.5808519485449624,0.9739722091637122,0.0050000083,0.01000908
46,50.731888,63.84988,0.5898002517227132,0.9748857944266589,0.0050000143,0.010060117
47,50.73026,64.0091,0.6038333861769373,0.9777671435706635,0.005000005,0.009821755
