,orig_psnr,pred_psnr,orig_ssim,pred_ssim,max_error_orig,max_error_pred
0,50.805637,72.095474,0.6075032235259554,0.9888708696706211,0.005000005,0.0080180215
1,50.786537,71.96908,0.6024176926785041,0.9893000276368265,0.0050000106,0.008914189
2,50.795296,71.61874,0.5993718309774296,0.9883276697841546,0.0050000064,0.00886198
3,50.827415,71.38817,0.5802337064553769,0.9845740991157341,0.0050000097,0.00887197
4,50.830036,71.41151,0.5648176545051375,0.9862721149020567,0.005000012,0.009243978
5,50.86457,70.27764,0.5484241605004117,0.9778896858740879,0.0049999994,0.00932044
6,50.842194,69.05121,0.5462451363925818,0.977946200746987,0.005000001,0.00901948
7,50.813858,68.146385,0.5577464769040937,0.9781079307386903,0.0050000134,0.009528164
8,50.811005,67.22055,0.5688856508454129,0.973241740019189,0.005000012,0.009449828
9,50.816254,67.2806,0.5842499670447999,0.9714992023688815,0.005000013,0.0090634255
10,50.805534,67.46158,0.5947073551987088,0.9748685577054049,0.005000007,0.009559686
11,50.79926,67.62695,0.5935404702059434,0.9772133721891703,0.0050000143,0.009669556
12,50.789165,67.96683,0.5944066380994903,0.979552673282731,0.005000007,0.009699135
13,50.787567,68.162704,0.5912901568207389,0.981537604282241,0.00500002,0.009444097
14,50.78006,68.2897,0.5915558553711718,0.9831904144928355,0.0050000004,0.009622065
15,50.773926,68.249176,0.5970915609523942,0.9841402653339768,0.005000007,0.009647718
16,50.77668,68.23534,0.5942168786388133,0.9838022712722464,0.0050000134,0.009791318
17,50.777267,68.27276,0.5918467031817405,0.9842627774666577,0.0050000064,0.0097187655
18,50.772713,68.244896,0.5864584401298117,0.9849880913656367,0.0050000045,0.009608223
19,50.7815,68.11903,0.5802825947993173,0.9832536931232595,0.005000001,0.010047835
20,50.780815,68.12955,0.5747089889467988,0.9830175002214614,0.0050000106,0.009594189
21,50.78422,68.036415,0.5728506001606117,0.9830604046100326,0.005000009,0.009750515
22,50.784836,68.015976,0.5714396452363608,0.9826777843715742,0.0050000073,0.009571388
23,50.786224,67.97468,0.5660327998743828,0.9813818829823905,0.005000016,0.009673045
24,50.78392,67.95954,0.5640165159666141,0.9812404304214788,0.005000002,0.009838736
25,50.78318,68.16017,0.5564068055813821,0.9826563967843641,0.0050000045,0.009812967
26,50.786144,68.2114,0.548659375944082,0.9832536428150603,0.0050000106,0.009588846
27,50.79248,68.16943,0.5397051649113423,0.9815444838733214,0.0050000018,0.009720871
28,50.796494,68.17569,0.5320804039718685,0.9814676011136153,0.005,0.009705991
29,50.792202,68.139404,0.5272259558730537,0.9825625850528598,0.005000011,0.009872218
30,50.794525,68.19551,0.5261709910626725,0.9832104077906019,0.0050000064,0.009324327
31,50.787807,68.16854,0.528032261684591,0.9845580523112394,0.005000001,0.009651127
32,50.784775,68.145325,0.5276583696186717,0.9850156937718995,0.005000007,0.009819083
33,50.78108,68.12683,0.5294463383282477,0.9854700088464479,0.005000008,0.009710356
34,50.774178,68.12366,0.5306821985374288,0.9857794709800464,0.0050000106,0.00990612
35,50.771133,68.10705,0.5318476673092757,0.9865981656824134,0.005000009,0.009918003
36,50.765144,68.03352,0.5337089153938201,0.986511474089789,0.005000006,0.009784066
37,50.763763,67.931305,0.5343072491298628,0.9862932386206537,0.0050000097,0.00978961
38,50.759132,67.89123,0.5370461422643259,0.9865723758042678,0.005000001,0.010517768
39,50.752365,67.85733,0.54178297219905,0.9879116211094134,0.0050000087,0.010051337
40,50.7473,67.74803,0.5491564063788926,0.9882358196283978,0.005000009,0.010442726
41,50.742516,67.70625,0.5567893260611372,0.9887809129547536,0.0050000097,0.010089415
42,50.740852,67.54652,0.5631136042127175,0.9890457241652899,0.005000012,0.0102839945
43,50.740116,67.53522,0.5623760204681759,0.9899305142036494,0.005,0.010465191
44,50.738457,67.41864,0.5670448322018968,0.9902301510290614,0.0050000013,0.01020796
45,50.73373,67.20119,0.5808519485449622,0.990561942837861,0.0050000083,0.0102218995
46,50.731888,66.99704,0.5898002517227132,0.9904588220396221,0.0050000143,0.010192403
47,50.73026,66.69756,0.6038333861769373,0.9905844124021591,0.005000005,0.010272345
