,orig_psnr,pred_psnr,orig_ssim,pred_ssim,max_error_orig,max_error_pred
0,50.805637,72.21215,0.6075032235259554,0.9897427280082213,0.005000005,0.0081335725
1,50.786537,72.152245,0.6024176926785041,0.9909581490104556,0.0050000106,0.008583958
2,50.795296,71.76352,0.5993718309774296,0.9899119142526035,0.0050000064,0.008882596
3,50.827415,71.560616,0.5802337064553768,0.9854545104524041,0.0050000097,0.008987016
4,50.830036,71.53714,0.5648176545051377,0.9873713141992038,0.005000012,0.009417317
5,50.86457,70.41292,0.5484241605004117,0.9785628101079266,0.0049999994,0.009143075
6,50.842194,69.19694,0.5462451363925818,0.9789637072458945,0.005000001,0.00902476
7,50.813858,68.246185,0.5577464769040938,0.9789899770619055,0.0050000134,0.00913689
8,50.811005,67.307495,0.5688856508454129,0.973646757605323,0.005000012,0.009623558
9,50.816254,67.39691,0.5842499670447999,0.9723299708954282,0.005000013,0.009063999
10,50.805534,67.54279,0.5947073551987088,0.9750985512137905,0.005000007,0.009576966
11,50.79926,67.64738,0.5935404702059434,0.9767734560015943,0.0050000143,0.009667602
12,50.789165,67.987,0.5944066380994906,0.9791463691763653,0.005000007,0.009676842
13,50.787567,68.16323,0.5912901568207389,0.9806384183343909,0.00500002,0.009448063
14,50.78006,68.28823,0.5915558553711717,0.982596853531813,0.0050000004,0.009648261
15,50.773926,68.25123,0.5970915609523941,0.9836465860176256,0.005000007,0.009918145
16,50.77668,68.239456,0.5942168786388133,0.9834010867956066,0.0050000134,0.009780167
17,50.777267,68.28238,0.5918467031817405,0.9837915607370018,0.0050000064,0.009721865
18,50.772713,68.289566,0.5864584401298115,0.9846723322146267,0.0050000045,0.009575874
19,50.7815,68.16248,0.5802825947993173,0.9830758145330702,0.005000001,0.010055678
20,50.780815,68.1776,0.5747089889467988,0.9828850646928006,0.0050000106,0.009645534
21,50.78422,68.10754,0.5728506001606118,0.9830692234545246,0.005000009,0.009617185
22,50.784836,68.06951,0.5714396452363608,0.9825471601232288,0.0050000073,0.009570931
23,50.786224,68.028946,0.5660327998743827,0.9813162373397283,0.005000016,0.009648789
24,50.78392,68.00307,0.5640165159666141,0.9812210259395165,0.005000002,0.009848393
25,50.78318,68.20576,0.5564068055813822,0.9828798999702938,0.0050000045,0.009850249
26,50.786144,68.222565,0.548659375944082,0.9830345217233836,0.0050000106,0.009589741
27,50.79248,68.207436,0.5397051649113425,0.9819640139530473,0.0050000018,0.00972418
28,50.796494,68.17034,0.5320804039718686,0.9814502714724795,0.005,0.00970789
29,50.792202,68.144264,0.5272259558730537,0.9824377824791326,0.005000011,0.009956853
30,50.794525,68.17482,0.5261709910626725,0.9826635727015973,0.0050000064,0.009324995
31,50.787807,68.127716,0.528032261684591,0.9836045371363669,0.005000001,0.009650033
32,50.784775,68.11326,0.5276583696186717,0.9840647125632013,0.005000007,0.009810578
33,50.78108,68.11983,0.5294463383282476,0.9846409957483918,0.005000008,0.0097090425
34,50.774178,68.13725,0.5306821985374288,0.9855501671587835,0.0050000106,0.009906975
35,50.771133,68.19436,0.5318476673092757,0.986784865086475,0.005000009,0.009993456
36,50.765144,68.19743,0.5337089153938201,0.9869468821945966,0.005000006,0.009766497
37,50.763763,68.12368,0.5343072491298628,0.986969664537263,0.0050000097,0.009789853
38,50.759132,68.10361,0.5370461422643259,0.9875230468259061,0.005000001,0.009847279
39,50.752365,68.02822,0.54178297219905,0.9888336100019507,0.0050000087,0.010215256
40,50.7473,67.87186,0.5491564063788926,0.9889760141622718,0.005000009,0.010557555
41,50.742516,67.81111,0.5567893260611372,0.9897490908503437,0.0050000097,0.010307638
42,50.740852,67.59774,0.5631136042127175,0.9897522601995787,0.005000012,0.010410795
43,50.740116,67.52527,0.5623760204681759,0.9902801922249314,0.005,0.010720473
44,50.738457,67.370865,0.5670448322018968,0.9903263232338712,0.0050000013,0.010322618
45,50.73373,67.12018,0.5808519485449624,0.9901773327570241,0.0050000083,0.010237486
46,50.731888,66.91237,0.5898002517227133,0.9902179012211247,0.0050000143,0.010183217
47,50.73026,66.61401,0.6038333861769373,0.9903936493542965,0.005000005,0.010228969
