,orig_psnr,pred_psnr,orig_ssim,pred_ssim,max_error_orig,max_error_pred
0,50.763214,62.51162,0.6088564626040388,0.9679585471094962,0.013559915,0.013559915
1,50.74759,62.65994,0.6033421597489087,0.9712338143600833,0.01392313,0.01392313
2,50.753647,62.572876,0.6004665147524132,0.96854893005226,0.014152898,0.014152898
3,50.79275,62.86387,0.5805986815936804,0.9620563961344882,0.014511307,0.014511307
4,50.799946,63.10665,0.5649973819305475,0.9629459123864189,0.014390034,0.014390034
5,50.83946,63.15191,0.5484972935486908,0.9533411160220994,0.014698188,0.014698188
6,50.819935,63.016792,0.5462963293785043,0.9542519664153138,0.014820999,0.014820999
7,50.79283,62.84637,0.5577914894163627,0.9575729295677604,0.01460844,0.01460844
8,50.79182,62.579586,0.5689346740300573,0.9543085308621303,0.014462733,0.014462733
9,50.794067,62.403236,0.5843474484197881,0.9538968372822006,0.0145950215,0.0145950215
10,50.77877,62.228245,0.5950176816225562,0.9571489582930348,0.014362903,0.014362903
11,50.769115,62.176205,0.594155484517863,0.9584758011022116,0.014281321,0.014281321
12,50.757107,62.176346,0.5950888640821723,0.9602082703835729,0.014035439,0.014035439
13,50.75494,62.229904,0.5921601004479035,0.9613668673250799,0.014018641,0.014018641
14,50.74696,62.236176,0.592313181743817,0.9629136312329714,0.01425063,0.01425063
15,50.738422,62.143257,0.5978797396460684,0.9650429107771135,0.014444938,0.014444938
16,50.74163,62.189583,0.5949484616137706,0.9651071682419453,0.01445511,0.01445511
17,50.742626,62.240635,0.5924559969385081,0.965669375999547,0.014349627,0.014349627
18,50.739403,62.33248,0.5870048648047992,0.9670203448777804,0.0143862665,0.0143862665
19,50.75033,62.405197,0.5806734642866822,0.9652547752001654,0.014395155,0.014395155
20,50.75312,62.539566,0.5749076808976608,0.9649514170487467,0.01440134,0.01440134
21,50.756298,62.544933,0.5730401534079609,0.964628002449025,0.014543795,0.014543795
22,50.756073,62.51689,0.5716221024798374,0.9638226665247716,0.014503803,0.014503803
23,50.758408,62.5687,0.5661925091277329,0.9625741087413857,0.014523405,0.014523405
24,50.7552,62.583008,0.564175940122824,0.9627496642268625,0.014974767,0.014974767
25,50.75639,62.79965,0.5564878061437135,0.9638674505583301,0.014754468,0.014754468
26,50.760925,62.948837,0.5486908800838203,0.963369263520993,0.014628045,0.014628045
27,50.769,63.103672,0.5397099017802695,0.9620420679848894,0.014616905,0.014616905
28,50.774216,63.22104,0.5320742338714135,0.9612193057443701,0.014393094,0.014393094
29,50.770493,63.33094,0.5272165500099173,0.963223045205453,0.014229535,0.014229535
30,50.77301,63.37835,0.5261625107502311,0.9633626120275733,0.0142209595,0.0142209595
31,50.766136,63.370804,0.5280175097377556,0.9648802902451153,0.014299446,0.014299446
32,50.76335,63.387894,0.5276501585256691,0.9656841403060372,0.014163625,0.014163625
33,50.759727,63.402927,0.5294343479679726,0.96656312443999,0.01414821,0.01414821
34,50.752655,63.404865,0.5306768958155228,0.9671802952120171,0.014102988,0.014102988
35,50.74923,63.41089,0.5318450945697429,0.9686088181100835,0.013987083,0.013987083
36,50.743412,63.42932,0.5337059582620299,0.9694776963709012,0.014093709,0.014093709
37,50.742363,63.41777,0.5343155760470913,0.9698763975997721,0.014127266,0.014127266
38,50.73761,63.388668,0.5370665224658983,0.97042225308863,0.013889602,0.013889602
39,50.73083,63.345177,0.5418168256957011,0.9718524573170473,0.013889391,0.013889391
40,50.725517,63.216877,0.5492249297155535,0.9720068528689862,0.01372158,0.01372158
41,50.720318,63.120636,0.5569197956874308,0.9730435614043663,0.013806391,0.013806391
42,50.7174,62.95926,0.5633424753246277,0.9732128640214128,0.01375818,0.01375818
43,50.717335,62.95872,0.5626843875213773,0.9737283694860331,0.013427357,0.013427357
44,50.71502,62.830124,0.5674920078609008,0.9733718365944757,0.013185293,0.013185293
45,50.70542,62.509907,0.5816111836275938,0.973705398930351,0.013023022,0.013023022
46,50.70144,62.309948,0.5907408638211227,0.9733547680999008,0.012791811,0.012791811
47,50.694473,61.995743,0.6049713093494359,0.97350003703148,0.012639424,0.012639424
